premise_name,opening_date,closing_date,premise_address1
OLE N.C. BARBEQUE,7/1/1990 12:00:00 AM,05-AUG-2010,3600 N. DUKE STREET
OMNI CAFE,7/1/1990 12:00:00 AM,07-APR-1999,201 FOSTER STREET
P.D. QUIX,7/1/1990 12:00:00 AM,25-JUL-1995,2405 HOLLOWAY STREET
THE PALACE,7/1/1990 12:00:00 AM,12-FEB-1999,117 W. PARRISH STREET
PAPAGAYO V OF DURHAM,7/1/1990 12:00:00 AM,30-JUN-1998,501 DOUGLAS STREET
PARKER'S CAFE,7/1/1990 12:00:00 AM,10-AUG-1992,706 E. MAIN STREET
PASCHALL'S GRILL,7/1/1990 12:00:00 AM,03-DEC-1993,1102 HOLLOWAY STREET
PEKING DUCK,7/1/1990 12:00:00 AM,11-MAY-1992,3600 N. DUKE STREET
PICCADILLY CAFETERIA,7/1/1990 12:00:00 AM,06-FEB-2009,4001 CHAPEL HILL BOULEVARD
PING PONG CAFE,7/1/1990 12:00:00 AM,04-MAY-2005,5400 S. MIAMI BOULEVARD
PINNACLES,7/1/1990 12:00:00 AM,07-APR-1997,300 W. MORGAN STREET
PIPERS,7/1/1990 12:00:00 AM,04-NOV-1998,3219 CHAPEL HILL ROAD
PIZZA HUT,7/1/1990 12:00:00 AM,10-APR-2000,2726 CHAPEL HILL BOULEVARD
PIZZA HUT,7/1/1990 12:00:00 AM,07-DEC-2002,2710 ERWIN ROAD
PIZZA HUT,7/1/1990 12:00:00 AM,12-DEC-1991,315 FOUSHEE STREET
PIZZA HUT,7/1/1990 12:00:00 AM,28-NOV-2000,2606 GUESS ROAD
PIZZA HUT,7/1/1990 12:00:00 AM,08-JUN-2004,5232 N. ROXBORO ROAD
PIZZA INN,7/1/1990 12:00:00 AM,26-OCT-2006,3906 N. DUKE STREET
PIZZA INN,7/1/1990 12:00:00 AM,22-MAY-1995,CHAPEL HILL BOULEVARD
PIZZA PALACE,7/1/1990 12:00:00 AM,20-SEP-2004,2002 HILLSBOROUGH ROAD
PIZZA PALACE,7/1/1990 12:00:00 AM,25-JUL-1994,3801 WAKE FOREST HIGHWAY
PIZZA VILLAGE,7/1/1990 12:00:00 AM,18-JUN-2001,2105 AVONDALE DRIVE
PLAZA RESTAURANT,7/1/1990 12:00:00 AM,06-NOV-1995,101 E. CHAPEL HILL STREET
ROGERS RESTAURANT,7/1/1990 12:00:00 AM,26-APR-1996,3529 HILLSBOROUGH ROAD
PORT OF CALL FISH CAMP,1/1/1990 12:00:00 AM,17-JAN-1992,1327 MIAMI BOULEVARD
PHILS GRILL,7/1/1990 12:00:00 AM,11-APR-2002,5261 N  ROXBORO ROAD
QUAIL ROOST CONFERENCE CENTER,7/1/1990 12:00:00 AM,30-AUG-1993,ROUGEMONT
QUINCY'S  7196,7/1/1990 12:00:00 AM,01-SEP-1996,4604 N. ROXBORO ROAD
RHF LUNCH,7/1/1990 12:00:00 AM,10-AUG-1992,FAYE STREET-P.O. BOX 930
RED LOBSTER #210,7/1/1990 12:00:00 AM,30-JUL-2014,4416 CHAPEL HILL BOULEVARD
RESEARCH TRIANGLE INSTITUTE,7/1/1990 12:00:00 AM,15-OCT-2004,JOHN DAVIS   DIRECTOR PURCHA
"RHONE-POULENC, INC",7/1/1990 12:00:00 AM,21-APR-1998,ALEXANDER DRIVE
THE RICE HOUSE,7/1/1990 12:00:00 AM,12-JAN-1994,1111 N. MANGUM STREET
RIVIERA,7/1/1990 12:00:00 AM,10-AUG-1992,323 BLACKWELL STREET
THE ROCK STREET DELI,7/1/1990 12:00:00 AM,12-AUG-1992,"3101 PETTY ROAD, SUITE 109"
"ROCKWOOD FILLIN' STATION, INC",7/1/1990 12:00:00 AM,10-AUG-1992,2510 UNIVERSITY DRIVE
ROUGEMONT DINER,7/1/1990 12:00:00 AM,23-JUL-1998,123 BACPM RD
RUBY TUESDAY'S #2760,7/1/1990 12:00:00 AM,06-MAR-2003,1058 W. CLUB BOULEVARD
SAL'S PIZZA,7/1/1990 12:00:00 AM,27-APR-2009,2223 E HWY 54
SASSYS #2,7/1/1990 12:00:00 AM,28-NOV-1995,1821 HILLANDALE ROAD
SATIN DOLLS,7/1/1990 12:00:00 AM,22-JUN-1992,2705 GUESS ROAD
"SATISFACTION RESTAURANT &amp; BAR",7/1/1990 12:00:00 AM,23-DEC-1992,2000 CHAPEL HILL ROAD
SAVE-A-CENTER DELI,7/1/1990 12:00:00 AM,27-APR-1995,BROAD STREET
SCOTNE'S,7/1/1990 12:00:00 AM,03-AUG-1992,4711 HOPE VALLEY ROAD
SEAFOOD BOX,7/1/1990 12:00:00 AM,08-MAR-1999,1102 GANN STREET
SEAFOOD BOX #2,7/1/1990 12:00:00 AM,20-JAN-2000,518 E. TRINITY AVENUE
SERVICE AMERICA,7/1/1990 12:00:00 AM,20-DEC-1993,MAIN STREET-JUDICIAL BUILDIN
SEVENTH STREET RESTAURANT,7/1/1990 12:00:00 AM,14-DEC-1993,1104 BROAD STREET
SHANGHAI RESTAURANT,7/1/1990 12:00:00 AM,14-SEP-2000,3421 HILLSBOROUGH ROAD
SHEL'S DELI,7/1/1990 12:00:00 AM,13-SEP-1993,5400 S. MIAMI BOULEVARD
SHELL'S STEAKHOUSE,7/1/1990 12:00:00 AM,14-JUN-2007,2818 CHAPEL HILL ROAD
SHONEY'S #219,7/1/1990 12:00:00 AM,08-JUN-1998,2001 AVONDALE DRIVE
SHONEY'S 2220,7/1/1990 12:00:00 AM,04-APR-2007,1811 HILLANDALE ROAD
SHRIMP BOAT,7/1/1990 12:00:00 AM,23-MAR-1994,2637 CHAPEL HILL BOULEVARD
SIZZLER FAMILY STEAK HOUSE,7/1/1990 12:00:00 AM,13-MAY-1994,2011 N. ROXBORO ROAD
SPINNAKER'S,7/1/1990 12:00:00 AM,12-FEB-1999,4001 CHAPEL HILL BOULEVARD
SPORTLAND FAIR,7/1/1990 12:00:00 AM,18-MAR-1994,CHAPEL HILL BOULEVARD
SPEEDWAY STARVIN MARVIN 101,7/1/1990 12:00:00 AM,03-OCT-2001,4525 CHAPEL HILL BOULEVARD
"STEAK &amp; EGGS",7/1/1990 12:00:00 AM,30-JAN-1996,1013 W. MAIN STREET
STRUCTURE HOUSE,7/1/1990 12:00:00 AM,04-OCT-2001,3017 PICKETT ROAD
"SUBS, ETC.",7/1/1990 12:00:00 AM,15-OCT-1993,231 W. NC 54
SUGAR BAKERS,7/1/1990 12:00:00 AM,03-AUG-1992,4335 N. ROXBORO ROAD
T J HOOPS,7/1/1990 12:00:00 AM,01-APR-1995,2000 CHAPEL HILL ROAD
T.K. TRIPPS,7/1/1990 12:00:00 AM,08-JUN-1998,4600 CHAPEL HILL BOULEVARD
TACO BELL #1833,7/1/1990 12:00:00 AM,16-AUG-1995,3900 N. DUKE STREET
TACO BELL #3400,7/1/1990 12:00:00 AM,05-DEC-1995,3570 HILLSBOROUGH ROAD
TAVERNA NIKOS,7/1/1990 12:00:00 AM,26-AUG-2010,905 W MAIN ST
THALHIMER'S FOOD MARKET,7/1/1990 12:00:00 AM,10-DEC-1992,1100 W. CLUB BOULEVARD
TRIANGLE PARK PIZZA,7/1/1990 12:00:00 AM,24-AUG-2007,5400 S. MIAMI BOULEVARD
TIJUANA FATS,7/1/1990 12:00:00 AM,26-FEB-1994,800 W. MAIN STREET
TIME OUT OF DURHAM,7/1/1990 12:00:00 AM,10-AUG-1992,2822 CHAPEL HILL BOULEVARD
TODDLE HOUSE DINER,7/1/1990 12:00:00 AM,05-APR-1994,"I-85 &amp; REDWOOD ROAD"
TOUCHDOWN BILLIARDS,7/1/1990 12:00:00 AM,14-APR-1998,2825 N. ROXBORO ROAD
"TOWN &amp; COUNTRY #4",7/1/1990 12:00:00 AM,20-NOV-2002,3321 HIGHWAY 55
"TOWN &amp; COUNTRY #5 (K PLUS)",1/1/1990 12:00:00 AM,13-SEP-1993,2502 HOLLOWAY STREET
"TOWN &amp; COUNTRY #7",7/1/1990 12:00:00 AM,07-JAN-2015,3101 UNIVERSITY DR
"TOWN &amp; COUNTRY #8",7/1/1990 12:00:00 AM,13-SEP-1993,1910 SEDWICK DRIVE
"DURHAM RESIDENTIAL INN &amp; DIET CENTER",7/1/1990 12:00:00 AM,01-FEB-1993,605 W. CHAPEL HILL STREET
TRINITY COLLEGE CAFE,7/1/1990 12:00:00 AM,01-FEB-1993,912 W. MAIN STREET
UNDERWRITERS LABORATORIES,7/1/1990 12:00:00 AM,16-JUL-1992,12 LABORATORY DRIVE
UNIVERSITY CLUB,7/1/1990 12:00:00 AM,13-SEP-2010,3101 PETTY ROAD SUITE 1700
MEALS ON WHEELS,7/1/1990 12:00:00 AM,10-SEP-1995,112 N. QUEEN STREET
VILLA DONNA,7/1/1990 12:00:00 AM,10-SEP-1995,2610 CARVER STREET
VILLAGE SAMPLER,7/1/1990 12:00:00 AM,05-MAY-1992,104 W. PARRISH STREET
VINCENZO'S RISTORANTE,7/1/1990 12:00:00 AM,23-FEB-1994,4711 HOPE VALLEY ROAD
W.D. HILL SENIOR CENTER,7/1/1990 12:00:00 AM,30-JUN-1992,1308 FAYETTEVILLE STREET
ACTERNA  INC,7/1/1990 12:00:00 AM,29-JAN-2009,IMPERIAL CENTER
WABASH EXPRESS,7/1/1990 12:00:00 AM,02-MAR-1992,2517 GUESS ROAD
WAFFLE HOUSE #157,7/1/1990 12:00:00 AM,08-JAN-1998,3501 HILLSBOROUGH ROAD
WAFFLE HOUSE #556,7/1/1990 12:00:00 AM,15-JUN-2010,4435 HIGHWAY 55
WASHINGTON DUKE HOTEL,7/1/1990 12:00:00 AM,05-JUL-1995,3001 CAMERON BOULEVARD
FOOD SERVICE MANAGER,1/1/1990 12:00:00 AM,17-JAN-1992,EDWARD WECK COMPANY
OLD HEIDLEBERG RESTAURANT,7/1/1990 12:00:00 AM,11-AUG-1992,115 N. DUKE STREET
WEST DURHAM SR. CITIZENS CTR.,7/1/1990 12:00:00 AM,11-AUG-1992,824 BUCHANAN BOULEVARD
WESTERN SIZZLIN,7/1/1990 12:00:00 AM,04-JAN-1993,1714 HOLLOWAY STREET
WHEELS SNACK BAR,7/1/1990 12:00:00 AM,31-MAR-1992,124 LATTA ROAD
WILCO #191,7/1/1990 12:00:00 AM,16-AUG-1999,303 E. GEER STREET
WILCO #3,7/1/1990 12:00:00 AM,16-DEC-1994,1929 CHAPEL HILL ROAD
WILMA'S SOUTHERN KITCHEN,7/1/1990 12:00:00 AM,12-FEB-1999,202 N. CORCORAN STREET
WINN-DIXIE DELI 924,7/1/1990 12:00:00 AM,13-JUL-1996,N. DUKE @ HORTON ROAD
WINN-DIXIE DELI #5914,7/1/1990 12:00:00 AM,11-JUN-1998,AVONDALE DRIVE
WOOLWORTH'S LUNCHEONETTE 222,7/1/1990 12:00:00 AM,20-DEC-1993,124 W. MAIN STREET
YAMAZUSHI,7/1/1990 12:00:00 AM,02-APR-1996,2223 HIGHWAY 54
YOGURT AND YUMMIES,7/1/1990 12:00:00 AM,22-FEB-1994,4600 CHAPEL HILL BOULEVARD
ROLLINGVIEW MARINA SNACK BAR,7/1/1990 12:00:00 AM,30-JUN-1997,3616 BAPTIST RD
BURROUGHS WELLCOME RESEARCH COMMONS 2,7/1/1990 12:00:00 AM,18-JAN-1995,ALEXANDER DRIVE
BURGER KING   #221,7/1/1990 12:00:00 AM,20-SEP-2011,3414 N ROXBORO ROAD
"GARRETT GOLF &amp; GAMES",7/1/1990 12:00:00 AM,31-MAY-1994,4350 GARRETT ROAD
BIOMEVIEUX,7/1/1990 12:00:00 AM,21-DEC-2005,100 AKZO AVENUE
THE DOME,7/1/1990 12:00:00 AM,11-JUN-1998,3218 GUESS ROAD
GLAXO-QUADRANGLE,7/1/1990 12:00:00 AM,04-SEP-1992,6101 QUADRANGLE DRIVE
DOUG'S SEAFOOD,7/1/1990 12:00:00 AM,17-JAN-1992,304 S DRIVER AVENUE
GTE #2,7/1/1990 12:00:00 AM,08-SEP-1999,3632 ROXBORO ROAD
MARY'S PLACE,7/1/1990 12:00:00 AM,01-OCT-1992,2534 S. ROXBORO STREET
MR. D'S,1/1/1990 12:00:00 AM,17-JAN-1992,3120 FAYETTEVILLE STREET
LIL DINO SUBS,7/1/1990 12:00:00 AM,05-AUG-1996,NANALINE DUKE BLDG.
LLAD'S FOODS,7/1/1990 12:00:00 AM,01-JUL-1994,2828 PICKETT ROAD
"PENNY'S CAFE &amp; DELI",7/1/1990 12:00:00 AM,01-NOV-1994,2223 HIGHWAY 54
AVILA RETREAT CENTER,7/1/1990 12:00:00 AM,17-JAN-1992,711 MASON ROAD
"HALF TYME TABLE &amp; TAP",7/1/1990 12:00:00 AM,06-MAY-1993,FOREST HILLS SHOPPING CENTER
THE MARKET PLACE,7/1/1990 12:00:00 AM,17-MAY-2001,2200 W. MAIN STREET
"CATHERINE'S DELI &amp; PUB",7/1/1990 12:00:00 AM,12-AUG-1997,2627 HILLSBOROUGH ROAD
PIZZA POST,7/1/1990 12:00:00 AM,17-MAR-1992,1207 N. BUCHANAN BOULEVARD
TACO BELL #4257,7/1/1990 12:00:00 AM,05-DEC-1995,2101 E. HWY. 54
DURHAM REGENT RETIREMENT,7/1/1990 12:00:00 AM,02-JAN-2014,3007 PICKETT ROAD
"ARA GLAXO R &amp; D",7/1/1990 12:00:00 AM,19-JUL-2010,5 MOORE DRIVE
CRESCENT CAFE,7/1/1990 12:00:00 AM,13-DEC-1991,317 W. MAIN STREET
"OCEAN DRIVE FRIES &amp; GRILL",7/1/1990 12:00:00 AM,19-FEB-1993,124 E. MAIN STREET
PACO'S,7/1/1990 12:00:00 AM,25-SEP-1992,C/O RON BARRETT
CITY MARKET CAFE,7/1/1990 12:00:00 AM,15-OCT-1992,201 S. DILLARD STREET
PACO'S,7/1/1990 12:00:00 AM,03-AUG-1992,C/O RON BARRETT
MOBIL MART,7/1/1990 12:00:00 AM,26-JAN-1995,2321 HWY. 54E
YOKO'S GRILL,7/1/1990 12:00:00 AM,16-JUN-1993,325 W. MAIN STREET
CLASSIC FOOD SERVICE CAFETERIA,7/1/1990 12:00:00 AM,10-DEC-1992,EDWARD WECK COMPANY
BAR-B-QUE EXPRESS,7/1/1990 12:00:00 AM,30-JAN-1998,3810 N DUKE STREET
BERMUDA TRIANGLE,7/1/1990 12:00:00 AM,10-DEC-1992,2105 EAST NC 54
CHINA EXPRESS #2,7/1/1990 12:00:00 AM,10-DEC-1992,4212 GARRETT ROAD
CHINATOWN,7/1/1990 12:00:00 AM,05-OCT-2000,3500 N ROXBORO ROAD
CORNER POCKET,7/1/1990 12:00:00 AM,30-NOV-2005,5234 N ROXBORO ROAD
DELI DOG,7/1/1990 12:00:00 AM,13-JAN-1995,3411 UNIVERSITY DRIVE
DIXIE'S DINER,7/1/1990 12:00:00 AM,09-JUL-1992,1403 S MIAMI BLVD
FAST ITALIAN (THE),7/1/1990 12:00:00 AM,06-SEP-2002,200 PARK OFFICE
FONTANA'S RESTAURANT,7/1/1990 12:00:00 AM,10-JUL-1992,4731 APEX HWY
GLAXO SALES TRAINING CTR,7/1/1990 12:00:00 AM,28-SEP-2009,5 MOORE DRIVE
HUT BURITOS,7/1/1990 12:00:00 AM,02-OCT-1992,2000 CHAPEL HILL ROAD
JAMAICA JAMACIA,7/1/1990 12:00:00 AM,03-SEP-2008,4853 S APEX HWY
K-MART EATERY EXPRESS 7340,7/1/1990 12:00:00 AM,08-JUN-1998,4315 UNIVERSITY DRIVE
K-PLUS,7/1/1990 12:00:00 AM,08-JAN-1993,2502 HOLLOWAY STREET
MILANO'S PIZZA,7/1/1990 12:00:00 AM,07-SEP-1993,2003 HOLLOWAY STREET
SPAGETTI WORKS,7/1/1990 12:00:00 AM,27-APR-1992,2425 GUESS ROAD
SUBWAY,7/1/1990 12:00:00 AM,15-SEP-1998,3500 N ROXBORO ROAD
WAL MART SNACK BAR 1614,7/1/1990 12:00:00 AM,12-AUG-2005,3500 N ROXBORO ROAD
WILD BULL'S,7/1/1990 12:00:00 AM,19-AUG-1997,609 TRENT DRIVE
MANDARIN HOUSE,1/1/1990 12:00:00 AM,28-MAR-1991,"3742 SPACE B &amp; C"
T J 'S RESTAURANT,7/1/1990 12:00:00 AM,10-DEC-1992,2105 NC HWY 54
COURTYARD PIZZA,7/1/1990 12:00:00 AM,13-SEP-1993,RT 2 RED MOUNTAIN ROAD
BISTRO SOUTH,7/1/1990 12:00:00 AM,06-OCT-1992,2514 UNIVERSITY DRIVE
RED ROOSTER DRIVE IN,7/1/1990 12:00:00 AM,17-JAN-1992,1006 E PETTIGREW STREET
BRIGS AT THE PARK,7/1/1990 12:00:00 AM,22-SEP-1999,4900 NC 55
MIA PIZZERIA,7/1/1990 12:00:00 AM,12-FEB-1999,748 NINTH STREET
AVILA RETREAT CENTER,1/1/1990 12:00:00 AM,17-JAN-1992,711 MASON ROAD
WHIPPOORWILL CONC YOUNT ATHLETIC ASSOC,7/1/1990 12:00:00 AM,01-JUL-1994,KEN CHAVIOUS
SUBWAY,7/1/1990 12:00:00 AM,12-JUL-1991,3808 GUESS ROAD
IBM 662 CAFETERIA,7/1/1990 12:00:00 AM,06-MAR-1996,HWY 54  # 5 PARK PLAZA
CAPI'S,7/1/1990 12:00:00 AM,06-FEB-2003,1914 SEDWICK DRIVE
SUGERBAKER'S,7/1/1990 12:00:00 AM,10-DEC-1992,4335 N ROXBORO ROAD
"NINTH ST BAR &amp; GRILL",7/1/1990 12:00:00 AM,12-FEB-1999,744 B NINTH ST
LIL DINO SUBS,7/1/1990 12:00:00 AM,19-FEB-2010,2500 MIRIDIAN PARKWAY
HUT BURRITOS,7/1/1990 12:00:00 AM,19-APR-1993,2000 AVONDALE
HARRISON'S,7/1/1990 12:00:00 AM,04-JAN-1997,4015 A UNIVERSITY DR
FRUIT OF THE OAK,7/1/1990 12:00:00 AM,21-SEP-1992,4900 HWY 55 SUITE 140
GRINDER'S SWITCH,7/1/1990 12:00:00 AM,04-JUN-1992,105 W MAIN ST
JIMMYS D'S,7/1/1990 12:00:00 AM,05-AUG-1992,3808 GUESS ROAD
CHEEK'S SEAFOOD,7/1/1990 12:00:00 AM,01-JUL-1994,2534 SOUTH ROXBORO ROAD
RAY'S ELBOW ROOM,7/1/1990 12:00:00 AM,27-JAN-2009,4204 S APEX HWY
AMBRASIA,7/1/1990 12:00:00 AM,26-FEB-1996,4711 HOPE VALLE ROAD
ARBY'S,12/5/1991 12:00:00 AM,14-NOV-1994,2115 HWY 54
BURGER KING  #7216,7/1/1990 12:00:00 AM,20-NOV-1997,1605 US 70 EAST
CEC'S FROZEN YOGURT,7/1/1990 12:00:00 AM,01-DEC-1994,1821 HOLLONDALE ROAD
CHOPSTIX,7/1/1990 12:00:00 AM,27-JAN-2003,2000 AVONDALE DIRVE
COACHES' CORNER,12/4/1991 12:00:00 AM,30-AUG-1994,2510 UNIVERSITY DRIVE
DILL'S DINER,12/3/1991 12:00:00 AM,16-JUN-1993,913 EAST MAIN STREET
DOUG'S SEAFOOD,7/1/1990 12:00:00 AM,01-JUL-1994,1006 E PETTIGREW ST
DRAGON EXPRESS,12/2/1991 12:00:00 AM,07-MAR-1994,3117 SHANNON ROAD
DUNKIN DONUTS,7/1/1990 12:00:00 AM,05-DEC-1994,2103 N ROXBORO ROAD
EPA ANNEX  SERVICE AMERICA,11/13/1991 12:00:00 AM,24-MAY-2007,C/O SERVICE AMERICA
IBM 002 CAFETERIA,7/1/1990 12:00:00 AM,06-MAR-1996,RTP BLDG 002
IBM 306 CAFETERIA,7/1/1990 12:00:00 AM,06-MAR-1996,RTP BLD 306
IBM 500,7/1/1990 12:00:00 AM,06-MAR-1996,RTP BLD 500
LITTLE JERUSALEM,11/25/1991 12:00:00 AM,01-JUL-1994,3823 GUESS ROAD
LYNETTE'S,7/1/1990 12:00:00 AM,11-DEC-1991,304 S DRIVER AVE
NORTHERN TELE DIST,9/16/1991 12:00:00 AM,12-FEB-1999,4600 EMPEROR BLVD
RTP DOUGHNUTS,7/1/1990 12:00:00 AM,06-JAN-1994,2105 HWY 54
RAVENA'S,7/1/1990 12:00:00 AM,10-JUN-1997,716 NINTH ST
T D F CAFE,7/1/1990 12:00:00 AM,06-JAN-1993,FAY ST
"T &amp; F DINNER THEATER",7/1/1990 12:00:00 AM,11-FEB-1993,3120 FAYETTEVILLE ST
TALK OF THE TOWN,7/1/1990 12:00:00 AM,24-JUL-2014,108 E MAIN ST
PILLING WECK,9/18/1991 12:00:00 AM,14-JUN-1999,P O BOX 12600
VALLEY SQUARE BILLIARDS,9/4/1991 12:00:00 AM,21-OCT-1996,3219 OLD CHAPEL HILL ROAD
GILUIGI'S,12/31/1991 12:00:00 AM,03-JUN-1992,307 FOUSHEE STREET
TIME OUT,12/23/1991 12:00:00 AM,20-JUL-1994,2822 CHAPEL HILL BLVD
AMERICAN LEGION POST 7,2/3/1992 12:00:00 AM,08-SEP-1999,1903 FAYE STREET
BLUE PARROT GRILL,1/14/1992 12:00:00 AM,19-APR-1993,5410 HWY 55
CRESCENT CAFE,2/3/1992 12:00:00 AM,29-APR-1993,317 W MAIN STREET SPACE A
"NANNY &amp; PAPA'S",1/6/1992 12:00:00 AM,19-APR-1993,304 S DRIVER AVENUE
PIZZA HUT,1/7/1992 12:00:00 AM,20-NOV-2001,315 FOUSHEE STREET
LAFF'N LUIGI'S,1/22/1992 12:00:00 AM,18-DEC-1994,2500 MEREDIAN PARKWAY
"FAMOUS BBQ &amp; SEAFOOD",1/16/1992 12:00:00 AM,01-JUL-1994,2000 AVONDALE DRIVE
JOE'S GRILL,1/24/1992 12:00:00 AM,23-OCT-1995,637 BROAD STREET
SUBWAY,2/6/1992 12:00:00 AM,20-JAN-1998,3705 WAKE FOREST HWY
PIZZA HUT DELIVERY,1/30/1992 12:00:00 AM,14-MAR-1994,1000 W MAIN
DAVE'S DAIRY BAR,2/20/1992 12:00:00 AM,09-MAR-1996,3799 GUESS ROAD
SUBWAY,2/20/1992 12:00:00 AM,10-AUG-1993,4711 HOPE VALLE ROAD
REICHHOLD CHEMICAL,3/9/1992 12:00:00 AM,08-JUN-1999,2400 ELLIS ROAD
SUBWAY,3/9/1992 12:00:00 AM,02-JAN-1995,1919 HOLLOWAY ST
NOT JUST DOUGHNUTS,3/9/1992 12:00:00 AM,07-JAN-1993,3531 HILLSBOROUGH ROAD
SHOR SZECHUAN,3/9/1992 12:00:00 AM,29-APR-2004,2105 E HWY 54
"PANDA INN, CHINESE RESTAURANT",3/10/1992 12:00:00 AM,10-DEC-2009,4600 CHAPEL HILL BLVD
SUBWAY,3/13/1992 12:00:00 AM,21-OCT-1998,2526 ERWIN ROAD
PIZZA POST,3/17/1992 12:00:00 AM,01-JUL-1994,1207 N BUCHANAN BLVD
WABASH EXPRESS,3/2/1992 12:00:00 AM,08-JUN-1998,2517 A GUESS ROAD
FUSHING GARDEN,12/30/1991 12:00:00 AM,24-JUN-1994,4212 GARRETT RD
OLDHOMEBAYS,4/8/1992 12:00:00 AM,30-JUN-1993,304 S DRIVER AVE
PENNY'S TOO,4/3/1992 12:00:00 AM,24-AUG-1994,14 PARK PLAZA
COMP-U-CHEM,4/15/1992 12:00:00 AM,07-JUL-1998,3308 CHAPEL HILL/NELSON HWY
FROGIES,4/13/1992 12:00:00 AM,13-SEP-1993,124 E MAIN STREET
DAMON'S,4/29/1992 12:00:00 AM,23-JAN-2004,3019 AUTO DRIVE
RED'S PLACE,4/27/1992 12:00:00 AM,16-JUN-1993,7603 N ROXBORO ROAD
SPAGHETTI WORKS,4/27/1992 12:00:00 AM,15-DEC-1993,2425 GUESS ROAD
FRANCESCA'S DESSERT CAFE,5/5/1992 12:00:00 AM,01-APR-2003,706 NINTH STREET
IT'S A WIENER,5/4/1992 12:00:00 AM,10-MAR-1997,4815 NC HWY 55
THE PANDA HOUSE,5/11/1992 12:00:00 AM,07-JUN-1993,3600 NORTH DUKE STREET
THE VILLAGE SAMPLER,5/5/1992 12:00:00 AM,01-JUL-1994,104 WEST PARRISH STREET
MEREDITH SUITES AT THE PARK,5/4/1992 12:00:00 AM,06-FEB-1996,300 MEREDITH DRIVE
ROMEO'S,5/14/1992 12:00:00 AM,16-JUN-1993,323 BLACKWELL STREET
BRIDGEWATER'S,6/15/1992 12:00:00 AM,22-FEB-1994,912 W MAIN STREET
GILUIGIS,6/3/1992 12:00:00 AM,16-JUN-1993,307 FOUSHEE STREET
GRINDER'S SWITCH,6/4/1992 12:00:00 AM,13-SEP-1993,105 W MAIN STREET
OLIVE GARDEN #1342,6/11/1992 12:00:00 AM,12-FEB-1999,3720 MAYFAIR STREET
WAFFLE HOUSE #844,6/4/1992 12:00:00 AM,16-JUN-2010,112 E NC 54
BABY DOLLS,6/22/1992 12:00:00 AM,19-OCT-1993,2705 GUESS ROAD
BAR B QUE DEPOT,7/8/1992 12:00:00 AM,16-APR-1998,1403 S MIAMI BLVD
BOULEVARD CAFE,7/6/1992 12:00:00 AM,12-JUL-1996,4125 CHAPEL HILL BLVD
"MEDITERRANEAN DELI &amp; GROCERY",7/9/1992 12:00:00 AM,23-MAR-1996,4731 APEX HWY
INDIAN TRAIL GRILL,7/21/1992 12:00:00 AM,16-JUN-1993,7603 N ROXBORO RD
BECTON DICKONSON,7/29/1992 12:00:00 AM,08-SEP-1993,DAVIS DR
SUBWAY,7/24/1992 12:00:00 AM,11-MAR-1999,3600 HILLSBOROUGH RD
MARY'S PLACE,8/6/1992 12:00:00 AM,21-DEC-1994,706 E MAIN ST
J C'S FAMILY RESTAURANT,8/17/1992 12:00:00 AM,01-JUL-1994,4707 HILLSBOROUGH RD
VITTORIO'S ITALIAN RESTAURANT,8/12/1992 12:00:00 AM,13-SEP-1993,3808 GUESS RD
CAPI JR,8/24/1992 12:00:00 AM,17-JUL-2001,7416 CHOUDER LN
UNDERWRITER'S LABORATORIES,6/18/1992 12:00:00 AM,27-JUL-1994,4 C'C
INTERNATIONAL DELIGHTS,9/4/1992 12:00:00 AM,04-JAN-1995,740   9TH STREET
CHECKERS,9/18/1992 12:00:00 AM,01-JUN-1995,3500 HILLSBOROUGH RD
INDIAN TRIAL GRILL,9/23/1992 12:00:00 AM,01-JUL-1994,7603 N ROXBORO RD
ITALIAN BUFFETT,9/21/1992 12:00:00 AM,30-JUN-1993,4900 PEACH WEST CROSSING
PANPAN DINER,9/21/1992 12:00:00 AM,14-MAY-2003,1810 HILLONDALE RD
LORENZO'S PIZZA EXPRESS,10/2/1992 12:00:00 AM,22-FEB-1994,2000 CHAPEL HILL ROAD
PEARSONTOWN GRILL,10/7/1992 12:00:00 AM,10-SEP-1994,2500 DAKOTA STREET
BARBECUE 'N' STUFF,10/14/1992 12:00:00 AM,28-SEP-1995,3327 WAKE FOREST HWY
MR FAT BACKS,10/15/1992 12:00:00 AM,30-JAN-1996,201 S DILLARD STREET
FRENCH QUARTERS,10/22/1992 12:00:00 AM,01-JUL-1994,115 N DUKE STREET
GOLDEN DRAGON,10/21/1992 12:00:00 AM,31-MAY-1994,5174 ROXBORO ROAD
SEAFOOD BOX,10/22/1992 12:00:00 AM,15-OCT-1994,323 BLACKWELL STREET
HUNAM CHINESE RESTAURANT,12/1/1992 12:00:00 AM,07-JUL-1999,910 W MAIN STREET
NANA'S RESTAURANT,12/1/1992 12:00:00 AM,03-MAR-2000,2514 UNIVERSITY DRIVE
BUY AND GO,12/28/1992 12:00:00 AM,29-SEP-1994,2502 HOLLOWAY STREET
BULL PEN (THE),12/30/1992 12:00:00 AM,01-MAR-1995,105 W MAIN STREET
ROYAL HOME FASHIONS (ARA SERVICES),1/11/1993 12:00:00 AM,03-OCT-1994,FAYETTEVILLE STREET
MCFARLAND'S DELI,1/29/1993 12:00:00 AM,16-JAN-1998,3600 N DUKE ST
